date,temperature,humidity,luminosity
2022-11-10 15:37:58.275,23.2,39.1,43
2022-11-10 15:37:57.001,23.2,39.2,43
2022-11-10 15:37:55.998,23.2,39.2,43
2022-11-10 15:37:54.720,23.2,39.4,43
2022-11-10 15:37:53.720,23.2,39.4,43
2022-11-10 15:37:52.443,23.2,39.6,42
2022-11-10 15:37:51.443,23.2,39.6,43
2022-11-10 15:37:50.165,23.2,39.5,43
2022-11-10 15:37:49.161,23.2,39.5,42
2022-11-10 15:37:47.886,23.2,39.2,42
2022-11-10 15:37:46.884,23.2,39.2,43
2022-11-10 15:37:45.605,23.2,39.0,43
2022-11-10 15:37:44.605,23.2,39.0,43
2022-11-10 15:37:43.327,23.2,38.9,42
2022-11-10 15:37:42.328,23.2,38.9,44
2022-11-10 15:37:41.050,23.2,39.1,43
2022-11-10 15:37:40.046,23.2,39.1,42
2022-11-10 15:37:38.772,23.2,39.3,42
2022-11-10 15:37:37.769,23.2,39.3,43
2022-11-10 15:37:36.495,23.2,39.6,43
2022-11-10 15:37:35.491,23.2,39.6,42
2022-11-10 15:37:34.213,23.2,39.8,42
2022-11-10 15:37:33.213,23.2,39.8,43
2022-11-10 15:37:31.935,23.2,40.1,43
2022-11-10 15:37:30.936,23.2,40.1,42
2022-11-10 15:37:29.658,23.2,40.1,43
2022-11-10 15:37:28.654,23.2,40.1,43
2022-11-10 15:37:27.379,23.2,39.9,43
2022-11-10 15:37:26.377,23.2,39.9,42
2022-11-10 15:37:25.098,23.2,40.0,42
2022-11-10 15:37:24.098,23.2,40.0,43
2022-11-10 15:37:22.821,23.2,40.2,42
2022-11-10 15:37:21.821,23.2,40.2,41
2022-11-10 15:37:20.542,23.2,40.3,42
2022-11-10 15:37:19.539,23.2,40.3,43
2022-11-10 15:37:18.266,23.2,40.4,42
2022-11-10 15:37:17.262,23.2,40.4,41
2022-11-10 15:37:15.988,23.2,40.4,43
2022-11-10 15:37:14.985,23.2,40.4,43
2022-11-10 15:37:13.707,23.2,40.2,42
2022-11-10 15:37:12.706,23.2,40.2,41
2022-11-10 15:37:11.429,23.2,40.5,41
2022-11-10 15:37:10.425,23.2,40.5,43
2022-11-10 15:37:09.150,23.2,40.4,43
2022-11-10 15:37:08.147,23.2,40.4,45
2022-11-10 15:37:06.874,23.2,40.3,46
2022-11-10 15:37:05.869,23.2,40.3,46
2022-11-10 15:37:04.591,23.2,40.1,45
2022-11-10 15:37:03.592,23.2,40.1,45
2022-11-10 15:37:02.314,23.2,40.4,43
2022-11-10 15:37:01.315,23.2,40.4,43
2022-11-10 15:37:00.037,23.2,40.7,42
2022-11-10 15:36:59.033,23.2,40.7,42
2022-11-10 15:36:57.758,23.2,40.8,43
2022-11-10 15:36:56.756,23.2,40.8,43
2022-11-10 15:36:55.477,23.2,41.2,41
2022-11-10 15:36:54.477,23.2,41.2,42
2022-11-10 15:36:53.200,23.2,41.6,43
2022-11-10 15:36:52.199,23.2,41.6,43
2022-11-10 15:36:50.922,23.2,41.9,42
2022-11-10 15:36:49.918,23.2,41.9,42
2022-11-10 15:36:48.644,23.1,41.7,43
2022-11-10 15:36:47.640,23.1,41.7,43
2022-11-10 15:36:46.366,23.1,41.3,42
2022-11-10 15:36:45.363,23.1,41.3,43
2022-11-10 15:36:44.084,23.1,41.4,43
2022-11-10 15:36:43.085,23.1,41.4,42
2022-11-10 15:36:41.807,23.1,41.3,41
2022-11-10 15:36:40.808,23.1,41.3,42
2022-11-10 15:36:39.530,23.1,41.3,43
2022-11-10 15:36:38.526,23.1,41.3,43
2022-11-10 15:36:37.253,23.1,41.3,42
2022-11-10 15:36:36.249,23.1,41.3,43
2022-11-10 15:36:34.971,23.1,41.2,44
2022-11-10 15:36:33.970,23.1,41.2,43
2022-11-10 15:36:32.692,23.1,41.1,42
2022-11-10 15:36:31.693,23.1,41.1,44
2022-11-10 15:36:30.414,23.1,40.8,48
2022-11-10 15:36:29.411,23.1,40.8,47
2022-11-10 15:36:28.137,23.1,40.6,46
2022-11-10 15:36:27.134,23.1,40.6,47
2022-11-10 15:36:25.856,23.1,40.8,48
2022-11-10 15:36:24.857,23.1,40.8,47
2022-11-10 15:36:23.577,23.1,40.7,46
2022-11-10 15:36:22.578,23.1,40.7,47
2022-11-10 15:36:21.300,23.1,40.4,44
2022-11-10 15:36:20.296,23.1,40.4,43
2022-11-10 15:36:19.023,23.1,40.4,44
2022-11-10 15:36:18.019,23.1,40.4,44
2022-11-10 15:36:16.741,23.1,40.6,44
2022-11-10 15:36:15.741,23.1,40.6,43
2022-11-10 15:36:14.464,23.1,40.6,44
2022-11-10 15:36:13.464,23.1,40.6,45
2022-11-10 15:36:12.186,23.1,40.9,54
2022-11-10 15:36:11.182,23.1,40.9,44
2022-11-10 15:36:09.908,23.1,41.0,44
2022-11-10 15:36:08.904,23.1,41.0,45
2022-11-10 15:36:07.626,23.1,41.0,44
2022-11-10 15:36:06.626,23.1,41.0,43
2022-11-10 15:36:05.348,23.1,40.6,44
2022-11-10 15:36:04.349,23.1,40.6,45
2022-11-10 15:36:03.071,23.1,39.9,43
2022-11-10 15:36:02.068,23.1,39.9,52
2022-11-10 15:36:00.793,23.1,39.3,53
2022-11-10 15:35:59.789,23.1,39.3,53
2022-11-10 15:35:58.513,23.1,39.2,52
2022-11-10 15:35:57.513,23.1,39.2,53
2022-11-10 15:35:56.234,23.1,39.5,53
2022-11-10 15:35:55.234,23.1,39.5,44
2022-11-10 15:35:53.956,23.1,39.6,43
2022-11-10 15:35:52.953,23.1,39.6,44
2022-11-10 15:35:51.678,23.1,39.3,44
2022-11-10 15:35:50.676,23.1,39.3,44
2022-11-10 15:35:49.397,23.1,39.1,43
2022-11-10 15:35:48.398,23.1,39.1,43
2022-11-10 15:35:47.119,23.1,37.7,44
2022-11-10 15:35:46.119,23.1,37.7,43
2022-11-10 15:35:44.841,23.1,37.2,43
2022-11-10 15:35:43.838,23.1,37.2,43
2022-11-10 15:35:42.564,23.0,37.1,44
2022-11-10 15:35:41.561,23.0,37.1,43
2022-11-10 15:35:40.283,23.1,37.2,43
2022-11-10 15:35:39.283,23.1,37.2,44
2022-11-10 15:35:38.005,23.1,37.2,45
2022-11-10 15:35:37.006,23.1,37.2,44
2022-11-10 15:35:35.727,23.1,37.2,43
2022-11-10 15:35:34.725,23.1,37.2,41
2022-11-10 15:35:33.450,23.1,37.3,44
2022-11-10 15:35:32.446,23.1,37.3,43
2022-11-10 15:35:31.169,23.1,37.3,45
2022-11-10 15:35:30.169,23.1,37.3,45
2022-11-10 15:35:28.890,23.1,37.4,45
