date,temperature,humidity,luminosity
2022-11-10 15:30:13.441,23.1,36.0,43
2022-11-10 15:30:12.166,23.0,35.9,44
2022-11-10 15:30:11.163,23.0,35.9,45
2022-11-10 15:30:09.885,23.0,35.9,44
2022-11-10 15:30:08.885,23.0,35.9,44
2022-11-10 15:30:07.607,23.0,35.9,45
2022-11-10 15:30:06.607,23.0,35.9,44
2022-11-10 15:30:05.330,23.0,35.9,43
2022-11-10 15:30:04.325,23.0,35.9,44
2022-11-10 15:30:03.052,23.1,35.9,44
2022-11-10 15:30:02.049,23.1,35.9,45
2022-11-10 15:30:00.770,23.0,35.9,43
2022-11-10 15:29:59.771,23.0,35.9,43
2022-11-10 15:29:58.493,23.0,35.9,44
2022-11-10 15:29:57.493,23.0,35.9,44
2022-11-10 15:29:56.215,23.1,36.0,43
2022-11-10 15:29:55.212,23.1,36.0,44
2022-11-10 15:29:53.938,23.1,36.0,44
2022-11-10 15:29:52.933,23.1,36.0,44
2022-11-10 15:29:51.659,23.0,36.0,43
2022-11-10 15:29:50.656,23.0,36.0,44
2022-11-10 15:29:49.377,23.0,36.0,44
2022-11-10 15:29:48.379,23.0,36.0,44
2022-11-10 15:29:47.099,23.0,36.0,43
2022-11-10 15:29:46.096,23.0,36.0,44
2022-11-10 15:29:44.822,23.0,36.0,44
2022-11-10 15:29:43.819,23.0,36.0,44
2022-11-10 15:29:42.544,23.0,36.1,44
2022-11-10 15:29:41.541,23.0,36.1,44
2022-11-10 15:29:40.264,23.0,36.1,44
2022-11-10 15:29:39.263,23.0,36.1,43
2022-11-10 15:29:37.985,23.0,36.2,43
2022-11-10 15:29:36.987,23.0,36.2,44
2022-11-10 15:29:35.707,23.0,36.2,44
2022-11-10 15:29:34.705,23.0,36.2,43
2022-11-10 15:29:33.431,23.0,36.2,43
2022-11-10 15:29:32.427,23.0,36.2,44
2022-11-10 15:29:31.153,23.0,36.1,44
2022-11-10 15:29:30.148,23.0,36.1,43
2022-11-10 15:29:28.870,23.0,36.1,43
2022-11-10 15:29:27.871,23.0,36.1,44
2022-11-10 15:29:26.594,23.0,36.2,44
2022-11-10 15:29:25.594,23.0,36.2,43
2022-11-10 15:29:24.316,23.0,36.2,44
2022-11-10 15:29:23.312,23.0,36.2,44
2022-11-10 15:29:22.037,23.0,36.2,44
2022-11-10 15:29:21.033,23.0,36.2,43
2022-11-10 15:29:19.756,23.0,36.2,44
2022-11-10 15:29:18.757,23.0,36.2,44
2022-11-10 15:29:17.479,23.0,36.3,43
2022-11-10 15:29:16.479,23.0,36.3,39
2022-11-10 15:29:15.200,23.0,36.3,42
2022-11-10 15:29:14.197,23.0,36.3,44
2022-11-10 15:29:12.924,23.0,36.4,44
2022-11-10 15:29:11.920,23.0,36.4,43
2022-11-10 15:29:10.645,23.1,36.6,44
2022-11-10 15:29:09.643,23.1,36.6,44
2022-11-10 15:29:08.364,23.1,36.6,44
2022-11-10 15:29:07.365,23.1,36.6,43
2022-11-10 15:29:06.086,23.0,36.6,44
2022-11-10 15:29:05.083,23.0,36.6,44
2022-11-10 15:29:03.809,23.0,36.7,44
2022-11-10 15:29:02.805,23.0,36.7,44
