date,temperature,humidity,luminosity
2022-11-17 15:30:55.786,25.3,34.4,271
2022-11-17 15:30:52.742,25.4,34.5,270
2022-11-17 15:30:49.698,25.4,34.5,269
2022-11-17 15:30:46.655,25.4,34.5,268
2022-11-17 15:30:43.610,25.4,34.5,266
2022-11-17 15:30:40.566,25.3,34.5,270
2022-11-17 15:30:37.523,25.4,34.6,271
2022-11-17 15:30:34.480,25.4,34.6,270
2022-11-17 15:30:31.436,25.4,34.6,270
2022-11-17 15:30:28.393,25.3,34.5,268
2022-11-17 15:30:25.350,25.3,34.5,268
2022-11-17 15:30:22.306,25.3,34.4,268
2022-11-17 15:30:19.263,25.4,34.5,269
2022-11-17 15:30:16.220,25.4,34.5,267
2022-11-17 15:30:13.176,25.4,34.5,269
2022-11-17 15:30:10.132,25.4,34.5,268
2022-11-17 15:30:07.090,25.3,34.6,270
2022-11-17 15:30:04.045,25.4,34.6,271
2022-11-17 15:30:01.002,25.4,34.6,272
2022-11-17 15:29:57.960,25.4,34.5,272
2022-11-17 15:29:54.917,25.4,34.5,272
2022-11-17 15:29:51.875,25.4,34.6,271
2022-11-17 15:29:48.831,25.4,34.7,268
2022-11-17 15:29:45.787,25.4,34.7,268
2022-11-17 15:29:42.744,25.4,34.7,270
2022-11-17 15:29:39.701,25.4,34.6,272
2022-11-17 15:29:36.657,25.4,34.7,271
2022-11-17 15:29:33.614,25.3,34.7,271
2022-11-17 15:29:30.570,25.4,34.6,269
2022-11-17 15:29:27.527,25.4,34.7,269
2022-11-17 15:29:24.483,25.4,34.7,269
2022-11-17 15:29:21.440,25.4,34.7,271
2022-11-17 15:29:18.395,25.4,34.7,271
2022-11-17 15:29:15.353,25.4,34.7,271
2022-11-17 15:29:12.311,25.4,34.6,270
2022-11-17 15:29:09.267,25.4,34.7,269
2022-11-17 15:29:06.225,25.4,34.8,266
2022-11-17 15:29:03.183,25.4,34.7,266
2022-11-17 15:29:00.140,25.4,34.6,270
2022-11-17 15:28:57.097,25.4,34.7,269
2022-11-17 15:28:54.054,25.4,34.6,270
2022-11-17 15:28:51.011,25.4,34.5,271
2022-11-17 15:28:47.967,25.4,34.5,271
2022-11-17 15:28:44.924,25.4,34.5,267
2022-11-17 15:28:41.881,25.4,34.6,267
2022-11-17 15:28:38.839,25.4,34.6,268
2022-11-17 15:28:35.796,25.4,34.6,266
2022-11-17 15:28:32.753,25.4,34.4,267
2022-11-17 15:28:29.709,25.4,34.5,265
2022-11-17 15:28:26.665,25.4,34.4,267
2022-11-17 15:28:23.623,25.4,34.5,270
2022-11-17 15:28:20.580,25.3,34.5,270
2022-11-17 15:28:17.536,25.4,34.5,271
2022-11-17 15:28:14.493,25.4,34.6,268
2022-11-17 15:28:11.449,25.4,34.5,269
2022-11-17 15:28:08.405,25.4,34.7,267
2022-11-17 15:28:05.363,25.4,34.7,267
2022-11-17 15:28:02.319,25.4,34.7,266
2022-11-17 15:27:59.276,25.4,34.6,268
2022-11-17 15:27:56.232,25.3,34.6,268
2022-11-17 15:27:53.189,25.3,34.6,269
2022-11-17 15:27:50.145,25.3,34.6,271
2022-11-17 15:27:47.102,25.4,34.6,270
2022-11-17 15:27:44.059,25.3,34.6,270
2022-11-17 15:27:41.016,25.3,34.6,269
2022-11-17 15:27:37.973,25.4,34.5,268
2022-11-17 15:27:34.931,25.3,34.6,267
2022-11-17 15:27:31.888,25.4,34.6,269
2022-11-17 15:27:28.844,25.3,34.7,267
2022-11-17 15:27:25.800,25.4,34.8,268
2022-11-17 15:27:22.757,25.4,34.9,268
2022-11-17 15:27:19.714,25.3,34.8,270
2022-11-17 15:27:16.672,25.3,34.8,271
2022-11-17 15:27:13.628,25.3,34.9,270
2022-11-17 15:27:10.584,25.3,34.8,270
2022-11-17 15:27:07.541,25.3,34.8,269
2022-11-17 15:27:04.497,25.3,34.8,269
2022-11-17 15:27:01.454,25.3,34.8,271
2022-11-17 15:26:58.410,25.3,34.8,268
2022-11-17 15:26:55.366,25.3,34.8,269
2022-11-17 15:26:52.322,25.3,34.8,269
2022-11-17 15:26:49.278,25.3,34.8,269
2022-11-17 15:26:46.235,25.3,34.8,266
2022-11-17 15:26:43.192,25.3,34.8,270
2022-11-17 15:26:40.150,25.3,34.7,269
2022-11-17 15:26:37.107,25.3,34.8,267
2022-11-17 15:26:34.065,25.3,34.8,268
2022-11-17 15:26:31.022,25.3,34.8,271
2022-11-17 15:26:27.979,25.3,34.7,271
2022-11-17 15:26:24.937,25.3,34.6,269
2022-11-17 15:26:21.894,25.3,34.6,269
2022-11-17 15:26:18.850,25.3,34.5,270
2022-11-17 15:26:15.806,25.3,34.5,270
2022-11-17 15:26:12.763,25.3,34.5,267
2022-11-17 15:26:09.721,25.3,34.5,268
2022-11-17 15:26:06.677,25.3,34.5,264
2022-11-17 15:26:03.634,25.3,34.5,267
2022-11-17 15:26:00.590,25.3,34.6,272
2022-11-17 15:25:57.546,25.3,34.5,271
2022-11-17 15:25:54.503,25.3,34.6,270
2022-11-17 15:25:51.461,25.3,34.7,271
2022-11-17 15:25:48.417,25.3,34.7,266
2022-11-17 15:25:45.374,25.3,34.7,262
2022-11-17 15:25:42.330,25.3,34.7,267
2022-11-17 15:25:39.286,25.3,34.7,269
2022-11-17 15:25:36.243,25.3,34.7,269
2022-11-17 15:25:33.200,25.3,34.7,270
2022-11-17 15:25:30.157,25.3,34.8,270
2022-11-17 15:25:27.113,25.3,34.8,270
2022-11-17 15:25:24.069,25.3,34.8,270
2022-11-17 15:25:21.026,25.3,34.8,271
2022-11-17 15:25:17.983,25.3,34.8,266
2022-11-17 15:25:14.940,25.3,34.9,270
2022-11-17 15:25:11.897,25.3,34.8,272
2022-11-17 15:25:08.854,25.3,34.9,271
2022-11-17 15:25:05.811,25.3,34.9,271
2022-11-17 15:25:02.768,25.3,34.9,271
2022-11-17 15:24:59.724,25.3,34.8,268
2022-11-17 15:24:56.681,25.3,34.9,268
2022-11-17 15:24:53.637,25.3,34.9,268
2022-11-17 15:24:50.593,25.3,34.9,269
2022-11-17 15:24:47.549,25.3,34.9,270
2022-11-17 15:24:44.506,25.3,34.9,271
2022-11-17 15:24:41.463,25.3,34.9,270
2022-11-17 15:24:38.418,25.3,34.9,269
2022-11-17 15:24:35.374,25.3,35.0,269
2022-11-17 15:24:32.331,25.3,35.0,269
2022-11-17 15:24:29.287,25.3,35.0,270
2022-11-17 15:24:26.243,25.3,35.1,269
2022-11-17 15:24:23.200,25.2,35.1,267
2022-11-17 15:24:20.156,25.3,35.0,267
2022-11-17 15:24:17.112,25.3,35.1,268
2022-11-17 15:24:14.070,25.3,35.2,268
2022-11-17 15:24:11.028,25.3,35.2,268
2022-11-17 15:24:07.984,25.3,35.1,268
2022-11-17 15:24:04.940,25.3,34.9,268
2022-11-17 15:24:01.897,25.3,34.9,268
2022-11-17 15:23:58.854,25.3,35.0,267
2022-11-17 15:23:55.810,25.3,34.8,264
2022-11-17 15:23:52.768,25.3,34.6,265
2022-11-17 15:23:49.724,25.3,34.7,266
2022-11-17 15:23:46.682,25.3,34.6,268
2022-11-17 15:23:43.638,25.3,34.6,269
2022-11-17 15:23:40.594,25.3,34.8,270
2022-11-17 15:23:37.552,25.3,34.8,269
2022-11-17 15:23:34.508,25.3,34.9,268
2022-11-17 15:23:31.466,25.3,34.9,269
2022-11-17 15:23:28.423,25.3,34.9,270
2022-11-17 15:23:25.380,25.3,34.9,269
2022-11-17 15:23:22.337,25.3,34.9,268
2022-11-17 15:23:19.293,25.3,35.0,271
2022-11-17 15:23:16.251,25.3,35.0,273
2022-11-17 15:23:13.208,25.3,34.9,272
2022-11-17 15:23:10.164,25.3,34.9,272
2022-11-17 15:23:07.122,25.3,35.0,273
2022-11-17 15:23:04.079,25.3,35.0,273
2022-11-17 15:23:01.036,25.3,35.0,272
2022-11-17 15:22:57.993,25.3,35.0,271
2022-11-17 15:22:54.951,25.3,35.0,271
2022-11-17 15:22:51.909,25.3,35.1,268
2022-11-17 15:22:48.865,25.3,35.1,266
2022-11-17 15:22:45.822,25.2,35.1,267
2022-11-17 15:22:42.779,25.3,35.1,269
2022-11-17 15:22:39.735,25.2,35.1,268
2022-11-17 15:22:36.692,25.3,35.1,269
2022-11-17 15:22:33.649,25.2,35.2,269
2022-11-17 15:22:30.607,25.2,35.2,270
2022-11-17 15:22:27.566,25.2,35.1,270
2022-11-17 15:22:24.524,25.2,35.2,267
2022-11-17 15:22:21.481,25.2,35.2,270
2022-11-17 15:22:18.438,25.2,35.2,269
2022-11-17 15:22:15.396,25.2,35.2,267
2022-11-17 15:22:12.353,25.2,35.3,268
2022-11-17 15:22:09.311,25.2,35.4,266
2022-11-17 15:22:06.268,25.2,35.4,269
2022-11-17 15:22:03.226,25.2,35.4,268
2022-11-17 15:22:00.183,25.2,35.5,268
2022-11-17 15:21:57.141,25.2,35.6,268
2022-11-17 15:21:54.099,25.2,35.6,269
2022-11-17 15:21:51.057,25.2,35.4,271
2022-11-17 15:21:48.015,25.3,35.4,272
2022-11-17 15:21:44.974,25.2,35.4,270
2022-11-17 15:21:41.932,25.2,35.3,272
2022-11-17 15:21:38.890,25.2,35.3,270
2022-11-17 15:21:35.847,25.2,35.4,269
2022-11-17 15:21:32.805,25.2,35.4,271
2022-11-17 15:21:29.761,25.2,35.2,272
2022-11-17 15:21:26.718,25.2,35.2,269
2022-11-17 15:21:23.676,25.2,35.2,270
2022-11-17 15:21:20.633,25.2,35.2,269
2022-11-17 15:21:17.591,25.2,35.1,270
2022-11-17 15:21:14.548,25.2,35.1,269
2022-11-17 15:21:11.504,25.2,35.0,269
2022-11-17 15:21:08.461,25.2,35.0,268
2022-11-17 15:21:05.419,25.2,35.0,268
2022-11-17 15:21:02.377,25.2,35.0,272
2022-11-17 15:20:59.335,25.2,35.1,272
2022-11-17 15:20:56.293,25.3,35.0,272
2022-11-17 15:20:53.251,25.2,35.1,271
2022-11-17 15:20:50.209,25.2,35.2,271
2022-11-17 15:20:47.167,25.2,35.1,270
2022-11-17 15:20:44.125,25.3,35.2,270
2022-11-17 15:20:41.083,25.2,35.1,271
2022-11-17 15:20:38.040,25.2,35.2,270
2022-11-17 15:20:34.997,25.2,35.2,269
2022-11-17 15:20:31.954,25.2,35.2,271
2022-11-17 15:20:28.911,25.2,35.2,270
2022-11-17 15:20:25.869,25.2,35.2,270
2022-11-17 15:20:22.827,25.2,35.3,268
2022-11-17 15:20:19.785,25.2,35.2,267
2022-11-17 15:20:16.743,25.2,35.1,269
2022-11-17 15:20:13.701,25.2,35.2,270
2022-11-17 15:20:10.658,25.2,35.1,268
2022-11-17 15:20:07.616,25.2,35.1,267
2022-11-17 15:20:04.574,25.2,35.1,270
2022-11-17 15:20:01.532,25.2,35.1,271
2022-11-17 15:19:58.489,25.2,35.2,271
2022-11-17 15:19:55.447,25.2,35.1,270
2022-11-17 15:19:52.404,25.2,35.1,271
2022-11-17 15:19:49.362,25.2,35.2,270
2022-11-17 15:19:46.319,25.2,35.1,270
2022-11-17 15:19:43.277,25.2,35.1,270
2022-11-17 15:19:40.234,25.1,35.2,268
2022-11-17 15:19:37.193,25.2,35.2,270
2022-11-17 15:19:34.151,25.2,35.1,271
2022-11-17 15:19:31.109,25.2,35.2,271
2022-11-17 15:19:28.067,25.2,35.2,269
2022-11-17 15:19:25.025,25.2,35.2,270
2022-11-17 15:19:21.983,25.2,35.3,269
2022-11-17 15:19:18.940,25.2,35.2,268
2022-11-17 15:19:15.897,25.2,35.3,266
2022-11-17 15:19:12.854,25.2,35.2,269
2022-11-17 15:19:09.812,25.3,35.2,264
2022-11-17 15:19:06.770,25.2,35.2,265
2022-11-17 15:19:03.728,25.3,35.1,264
2022-11-17 15:19:00.686,25.3,35.1,267
2022-11-17 15:18:57.643,25.2,35.0,267
2022-11-17 15:18:54.600,25.2,34.8,266
2022-11-17 15:18:51.558,25.3,34.8,265
2022-11-17 15:18:48.515,25.2,34.8,268
2022-11-17 15:18:45.473,25.2,34.9,269
2022-11-17 15:18:42.431,25.2,34.8,268
2022-11-17 15:18:39.389,25.3,34.9,269
2022-11-17 15:18:36.346,25.2,34.9,270
2022-11-17 15:18:33.303,25.3,35.0,268
2022-11-17 15:18:30.261,25.2,35.0,272
2022-11-17 15:18:27.218,25.2,35.2,268
2022-11-17 15:18:24.175,25.2,35.2,269
2022-11-17 15:18:21.133,25.2,35.2,270
2022-11-17 15:18:18.091,25.3,35.2,270
2022-11-17 15:18:15.048,25.2,35.2,270
2022-11-17 15:18:12.006,25.2,35.2,270
2022-11-17 15:18:08.964,25.2,34.9,270
2022-11-17 15:18:05.921,25.2,34.9,267
2022-11-17 15:18:02.879,25.2,34.8,269
2022-11-17 15:17:59.836,25.2,34.7,269
2022-11-17 15:17:56.793,25.2,34.7,270
2022-11-17 15:17:53.749,25.2,34.7,271
2022-11-17 15:17:50.706,25.2,34.7,270
2022-11-17 15:17:47.662,25.2,34.6,269
2022-11-17 15:17:44.620,25.2,34.6,269
2022-11-17 15:17:41.577,25.2,34.6,269
2022-11-17 15:17:38.534,25.2,34.6,268
2022-11-17 15:17:35.490,25.2,34.7,269
2022-11-17 15:17:32.447,25.2,34.7,269
2022-11-17 15:17:29.403,25.2,34.8,270
2022-11-17 15:17:26.359,25.2,34.8,271
2022-11-17 15:17:23.315,25.2,34.8,269
2022-11-17 15:17:20.273,25.2,34.9,267
2022-11-17 15:17:17.230,25.2,34.9,271
2022-11-17 15:17:14.187,25.2,34.9,272
2022-11-17 15:17:11.143,25.2,34.9,271
2022-11-17 15:17:08.099,25.2,34.8,272
2022-11-17 15:17:05.056,25.2,34.7,275
2022-11-17 15:17:02.013,25.2,34.4,274
2022-11-17 15:16:58.971,25.2,34.4,272
2022-11-17 15:16:55.928,25.2,34.6,273
2022-11-17 15:16:52.884,25.2,34.5,273
2022-11-17 15:16:49.841,25.3,34.6,271
2022-11-17 15:16:46.797,25.2,34.6,273
2022-11-17 15:16:43.753,25.2,34.7,271
2022-11-17 15:16:40.709,25.2,34.7,272
2022-11-17 15:16:37.666,25.2,34.7,275
2022-11-17 15:16:34.622,25.2,34.7,272
2022-11-17 15:16:31.578,25.2,34.7,271
2022-11-17 15:16:28.535,25.2,34.8,273
2022-11-17 15:16:25.492,25.2,34.8,269
2022-11-17 15:16:22.449,25.2,34.7,269
2022-11-17 15:16:19.407,25.2,34.7,270
2022-11-17 15:16:16.363,25.2,34.7,271
2022-11-17 15:16:13.319,25.2,34.8,270
2022-11-17 15:16:10.277,25.2,34.7,270
2022-11-17 15:16:07.235,25.2,34.7,269
2022-11-17 15:16:04.192,25.2,34.7,275
2022-11-17 15:16:01.149,25.2,34.7,274
2022-11-17 15:15:58.105,25.2,34.8,273
2022-11-17 15:15:55.062,25.2,34.8,272
2022-11-17 15:15:52.019,25.2,34.8,272
2022-11-17 15:15:48.976,25.2,34.9,272
2022-11-17 15:15:45.932,25.2,34.9,273
2022-11-17 15:15:42.889,25.2,34.9,270
2022-11-17 15:15:39.845,25.2,34.9,270
2022-11-17 15:15:36.802,25.2,35.0,273
2022-11-17 15:15:33.758,25.2,34.9,268
2022-11-17 15:15:30.714,25.2,35.0,271
2022-11-17 15:15:27.671,25.2,34.9,273
2022-11-17 15:15:24.628,25.2,34.9,272
2022-11-17 15:15:21.585,25.2,34.9,271
2022-11-17 15:15:18.541,25.1,34.9,275
2022-11-17 15:15:15.498,25.1,34.9,274
2022-11-17 15:15:12.454,25.1,35.0,272
2022-11-17 15:15:09.410,25.2,35.0,273
2022-11-17 15:15:06.368,25.1,34.9,272
2022-11-17 15:15:03.323,25.1,35.0,271
2022-11-17 15:15:00.281,25.1,35.1,272
2022-11-17 15:14:57.236,25.1,35.1,273
2022-11-17 15:14:54.192,25.1,35.2,270
2022-11-17 15:14:51.149,25.1,35.2,274
2022-11-17 15:14:48.107,25.1,35.2,273
2022-11-17 15:14:45.064,25.1,35.2,272
2022-11-17 15:14:42.020,25.1,35.1,272
2022-11-17 15:14:38.977,25.1,35.0,272
2022-11-17 15:14:35.934,25.1,35.0,271
2022-11-17 15:14:32.890,25.1,34.9,275
2022-11-17 15:14:29.846,25.1,34.8,273
2022-11-17 15:14:26.802,25.1,34.8,272
2022-11-17 15:14:23.759,25.1,34.8,272
2022-11-17 15:14:20.717,25.1,34.8,273
2022-11-17 15:14:17.673,25.1,34.6,271
2022-11-17 15:14:14.630,25.1,34.6,272
2022-11-17 15:14:11.586,25.1,34.6,274
2022-11-17 15:14:08.544,25.1,34.5,271
2022-11-17 15:14:05.501,25.1,34.5,272
2022-11-17 15:14:02.458,25.1,34.5,271
2022-11-17 15:13:59.415,25.1,34.5,274
2022-11-17 15:13:56.373,25.1,34.6,271
2022-11-17 15:13:53.329,25.1,34.7,273
2022-11-17 15:13:50.285,25.1,34.8,272
2022-11-17 15:13:47.242,25.1,34.8,270
2022-11-17 15:13:44.199,25.1,34.8,271
2022-11-17 15:13:41.156,25.1,34.8,273
